SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.276,0.0,-0.237,-0.168,-0.248,-0.267,-0.074,-0.181,-0.181,-0.293,-0.054,-0.257,-0.205,-0.237,-0.168,-0.366,-0.285,-0.285,-0.11,-0.155
-0.321,-0.306,-0.238,-0.148,-0.148,-0.274,-0.173,-0.052,-0.238,-0.238,-0.173,-0.197,-0.238,-0.218,-0.12,-0.306,-0.274,-0.173,-0.12,-0.197
-0.341,-0.054,-0.239,-0.259,-0.182,-0.303,-0.11,-0.259,-0.239,-0.268,-0.141,-0.155,-0.182,-0.182,-0.217,-0.169,-0.182,-0.361,-0.093,-0.169
-0.261,-0.086,-0.198,-0.279,-0.131,-0.281,-0.108,-0.268,-0.302,-0.284,-0.114,-0.187,-0.226,-0.259,-0.211,-0.189,-0.247,-0.261,-0.136,-0.141
-0.363,-0.084,-0.216,-0.272,-0.187,-0.298,-0.101,-0.233,-0.258,-0.302,-0.133,-0.193,-0.222,-0.141,-0.205,-0.238,-0.211,-0.267,-0.093,-0.101
-0.274,-0.107,-0.302,-0.17,-0.148,-0.297,-0.088,-0.243,-0.132,-0.284,-0.098,-0.221,-0.183,-0.132,-0.124,-0.353,-0.284,-0.254,-0.124,-0.274
-0.235,-0.196,-0.332,-0.216,-0.196,-0.216,-0.083,-0.175,-0.299,-0.244,-0.083,-0.127,-0.284,-0.139,-0.276,-0.35,-0.235,-0.216,-0.083,-0.113
-0.225,-0.076,-0.263,-0.291,-0.199,-0.297,-0.103,-0.284,-0.277,-0.321,-0.103,-0.217,-0.16,-0.233,-0.249,-0.19,-0.225,-0.217,-0.076,-0.128
-0.279,-0.139,-0.26,-0.232,-0.168,-0.308,-0.168,-0.26,-0.232,-0.302,-0.139,-0.139,-0.217,-0.185,-0.149,-0.246,-0.202,-0.266,-0.07,-0.232
-0.292,0.0,-0.14,-0.217,-0.186,-0.269,-0.028,-0.261,-0.235,-0.339,-0.083,-0.306,-0.186,-0.226,-0.175,-0.186,-0.277,-0.333,-0.083,-0.197
-0.309,-0.118,-0.221,-0.229,-0.13,-0.344,-0.092,-0.174,-0.253,-0.261,-0.062,-0.283,-0.221,-0.142,-0.153,-0.283,-0.253,-0.261,-0.174,-0.164
-0.317,-0.135,-0.218,-0.268,-0.158,-0.19,-0.147,-0.18,-0.317,-0.323,-0.095,-0.209,-0.158,-0.2,-0.218,-0.236,-0.18,-0.253,-0.095,-0.268
-0.332,-0.037,-0.248,-0.283,-0.164,-0.332,-0.037,-0.209,-0.223,-0.332,-0.236,-0.18,-0.18,-0.18,-0.128,-0.223,-0.195,-0.349,0.0,-0.109
-0.422,-0.078,-0.257,-0.201,-0.139,-0.354,-0.078,-0.168,-0.175,-0.354,-0.106,-0.154,-0.168,-0.123,-0.213,-0.161,-0.291,-0.291,-0.088,-0.123
-0.208,-0.053,-0.245,-0.235,-0.25,-0.245,-0.132,-0.245,-0.26,-0.311,-0.132,-0.173,-0.23,-0.16,-0.208,-0.269,-0.245,-0.264,-0.092,-0.23
-0.283,-0.086,-0.259,-0.227,-0.166,-0.292,-0.152,-0.233,-0.21,-0.296,-0.186,-0.192,-0.273,-0.121,-0.216,-0.244,-0.264,-0.249,-0.104,-0.137
-0.328,0.0,-0.071,-0.071,-0.071,-0.366,-0.12,-0.12,-0.257,-0.383,-0.12,-0.161,-0.283,-0.228,-0.366,-0.283,-0.161,-0.197,-0.197,-0.071
-0.256,-0.222,-0.196,-0.12,-0.12,-0.347,-0.101,-0.267,-0.209,-0.267,-0.059,-0.287,-0.196,-0.222,-0.101,-0.362,-0.209,-0.267,-0.101,-0.168
-0.305,-0.072,-0.24,-0.247,-0.173,-0.305,-0.173,-0.24,-0.268,-0.281,-0.122,-0.216,-0.191,-0.191,-0.099,-0.268,-0.208,-0.299,-0.072,-0.173
-0.261,-0.271,-0.178,-0.178,-0.164,-0.228,-0.117,-0.204,-0.217,-0.251,-0.099,-0.281,-0.228,-0.192,-0.192,-0.341,-0.228,-0.204,-0.149,-0.228
-0.233,-0.144,-0.233,-0.328,-0.192,-0.233,-0.05,-0.354,-0.285,-0.354,-0.117,-0.192,-0.169,-0.117,-0.354,-0.169,-0.117,-0.144,0.0,-0.192
-0.26,-0.104,-0.197,-0.227,-0.205,-0.241,-0.164,-0.296,-0.181,-0.346,-0.145,-0.136,-0.212,-0.145,-0.26,-0.273,-0.26,-0.301,-0.081,-0.104
-0.354,-0.117,-0.257,-0.245,-0.161,-0.285,-0.097,-0.206,-0.268,-0.324,-0.097,-0.177,-0.213,-0.144,-0.192,-0.245,-0.233,-0.285,-0.097,-0.117
-0.349,0.0,-0.192,-0.058,-0.165,-0.262,-0.099,-0.134,-0.389,-0.349,-0.192,-0.262,-0.058,-0.192,-0.349,-0.192,-0.192,-0.24,-0.058,-0.165
-0.253,-0.083,-0.207,-0.27,-0.127,-0.253,-0.14,-0.152,-0.236,-0.307,-0.099,-0.262,-0.245,-0.245,-0.197,-0.314,-0.3,-0.227,-0.067,-0.152
-0.3,-0.134,-0.192,-0.172,-0.211,-0.334,-0.09,-0.223,-0.192,-0.291,-0.099,-0.272,-0.229,-0.223,-0.117,-0.257,-0.262,-0.199,-0.142,-0.229
-0.444,0.0,-0.218,-0.239,-0.239,-0.312,-0.156,-0.229,-0.259,-0.259,-0.075,-0.111,-0.169,-0.111,-0.142,-0.195,-0.304,-0.259,-0.055,-0.156
-0.411,-0.054,-0.233,-0.204,-0.092,-0.305,-0.135,-0.219,-0.204,-0.311,-0.163,-0.144,-0.272,-0.08,-0.196,-0.233,-0.219,-0.295,-0.092,-0.171
-0.201,-0.123,-0.273,-0.304,-0.201,-0.173,-0.061,-0.173,-0.263,-0.403,-0.141,-0.201,-0.084,-0.263,-0.24,-0.273,-0.173,-0.284,-0.061,-0.157
-0.251,-0.071,-0.301,-0.277,-0.157,-0.271,-0.125,-0.204,-0.197,-0.316,-0.094,-0.193,-0.277,-0.181,-0.197,-0.225,-0.283,-0.296,-0.065,-0.143
-0.407,-0.034,-0.227,-0.257,-0.112,-0.296,-0.171,-0.124,-0.118,-0.398,-0.087,-0.141,-0.287,-0.135,-0.284,-0.161,-0.215,-0.264,-0.087,-0.118
-0.182,-0.051,-0.258,-0.404,-0.194,-0.204,-0.095,-0.266,-0.368,-0.298,-0.118,-0.188,-0.139,-0.177,-0.188,-0.235,-0.225,-0.215,-0.04,-0.171
-0.272,-0.109,-0.248,-0.209,-0.164,-0.304,-0.064,-0.164,-0.236,-0.414,-0.088,-0.18,-0.223,-0.248,-0.18,-0.209,-0.195,-0.26,-0.064,-0.236
-0.276,-0.037,-0.318,-0.198,-0.198,-0.328,-0.166,-0.213,-0.226,-0.252,-0.226,-0.213,-0.183,-0.183,-0.089,-0.354,-0.24,-0.166,-0.037,-0.183
-0.273,-0.035,-0.215,-0.228,-0.228,-0.215,-0.141,-0.215,-0.294,-0.384,-0.123,-0.187,-0.24,-0.201,-0.123,-0.273,-0.187,-0.273,-0.061,-0.201
-0.208,-0.09,-0.264,-0.271,-0.19,-0.241,-0.076,-0.249,-0.217,-0.339,-0.171,-0.278,-0.139,-0.139,-0.208,-0.241,-0.249,-0.249,-0.103,-0.241
-0.305,-0.256,-0.172,-0.222,-0.137,-0.291,-0.198,-0.089,-0.155,-0.331,-0.056,-0.118,-0.315,-0.244,-0.256,-0.248,-0.235,-0.217,-0.118,-0.155
-0.256,-0.063,-0.256,-0.299,-0.219,-0.244,-0.036,-0.352,-0.327,-0.336,-0.107,-0.232,-0.144,-0.16,-0.126,-0.299,-0.16,-0.144,-0.063,-0.191
-0.148,-0.335,-0.306,-0.173,-0.148,-0.36,-0.052,-0.173,-0.291,-0.218,-0.148,-0.148,-0.148,-0.197,-0.148,-0.197,-0.238,-0.274,-0.12,-0.274
-0.215,-0.086,-0.258,-0.247,-0.191,-0.203,-0.136,-0.221,-0.267,-0.331,-0.136,-0.281,-0.144,-0.209,-0.267,-0.319,-0.191,-0.197,-0.128,-0.144
-0.316,-0.058,-0.224,-0.296,-0.154,-0.271,-0.133,-0.195,-0.164,-0.347,-0.164,-0.195,-0.144,-0.257,-0.299,-0.212,-0.204,-0.235,-0.105,-0.159
-0.38,-0.1,-0.22,-0.136,-0.265,-0.303,-0.136,-0.194,-0.194,-0.285,-0.059,-0.243,-0.167,-0.22,-0.194,-0.303,-0.167,-0.321,-0.136,0.0
-0.235,0.0,-0.244,-0.26,-0.189,-0.189,-0.146,-0.252,-0.235,-0.373,-0.122,-0.199,-0.218,-0.179,-0.244,-0.26,-0.227,-0.275,-0.095,-0.179
-0.402,-0.097,-0.223,-0.24,-0.15,-0.295,-0.097,-0.281,-0.194,-0.309,-0.097,-0.204,-0.213,-0.204,-0.172,-0.223,-0.257,-0.273,-0.027,-0.065
-0.227,-0.207,-0.249,-0.22,-0.217,-0.313,-0.14,-0.153,-0.2,-0.288,-0.075,-0.196,-0.23,-0.185,-0.233,-0.296,-0.227,-0.277,-0.102,-0.162
-0.413,-0.033,-0.241,-0.241,-0.179,-0.342,-0.165,-0.165,-0.058,-0.402,-0.08,-0.058,-0.252,-0.15,-0.23,-0.179,-0.23,-0.273,-0.08,-0.099
-0.264,-0.05,-0.214,-0.221,-0.208,-0.247,-0.108,-0.281,-0.24,-0.334,-0.17,-0.214,-0.276,-0.193,-0.178,-0.302,-0.193,-0.228,-0.087,-0.145
-0.34,-0.026,-0.227,-0.08,-0.109,-0.34,-0.209,-0.109,-0.169,-0.109,-0.134,-0.34,-0.158,-0.296,-0.08,-0.322,-0.303,-0.199,-0.08,-0.31
-0.294,-0.044,-0.244,-0.294,-0.219,-0.266,-0.141,-0.266,-0.266,-0.259,-0.077,-0.219,-0.259,-0.163,-0.192,-0.219,-0.219,-0.259,-0.061,-0.183
-0.337,0.0,-0.27,-0.215,-0.193,-0.253,-0.158,-0.193,-0.309,-0.225,-0.118,-0.27,-0.145,-0.182,-0.158,-0.204,-0.234,-0.262,-0.158,-0.253
-0.365,-0.095,-0.236,-0.248,-0.151,-0.315,-0.124,-0.159,-0.167,-0.379,-0.151,-0.21,-0.182,-0.167,-0.217,-0.21,-0.23,-0.286,-0.049,-0.115
-0.289,-0.078,-0.26,-0.235,-0.168,-0.26,-0.132,-0.289,-0.228,-0.339,-0.141,-0.2,-0.242,-0.176,-0.221,-0.228,-0.159,-0.248,-0.09,-0.184
-0.237,-0.172,-0.209,-0.237,-0.129,-0.286,-0.179,-0.185,-0.179,-0.369,-0.112,-0.158,-0.232,-0.204,-0.268,-0.263,-0.226,-0.286,-0.112,-0.121
-0.114,-0.114,-0.218,-0.187,-0.114,-0.385,-0.067,-0.399,-0.218,-0.314,-0.114,-0.153,-0.27,-0.245,-0.187,0.0,-0.314,-0.293,-0.114,-0.067
-0.238,0.0,-0.313,-0.391,-0.221,-0.238,-0.081,-0.238,-0.271,-0.255,-0.136,-0.182,-0.221,-0.182,-0.238,-0.16,-0.271,-0.202,-0.047,-0.16
-0.218,-0.078,-0.254,-0.258,-0.197,-0.264,-0.109,-0.222,-0.222,-0.258,-0.142,-0.229,-0.202,-0.176,-0.247,-0.251,-0.247,-0.326,-0.115,-0.185
-0.196,-0.141,-0.256,-0.212,-0.269,-0.294,-0.096,-0.212,-0.256,-0.228,-0.16,-0.179,-0.242,-0.096,-0.16,-0.327,-0.196,-0.337,-0.071,-0.212
-0.273,-0.144,-0.191,-0.238,-0.126,-0.262,-0.107,-0.198,-0.238,-0.212,-0.135,-0.191,-0.42,-0.096,-0.212,-0.232,-0.219,-0.344,-0.05,-0.16
-0.364,-0.094,-0.208,-0.351,-0.055,-0.23,-0.055,-0.271,-0.4,-0.289,-0.055,-0.094,-0.184,-0.157,-0.128,-0.251,-0.184,-0.337,0.0,-0.128
-0.366,-0.022,-0.256,-0.243,-0.16,-0.322,-0.038,-0.16,-0.133,-0.378,-0.091,-0.123,-0.262,-0.066,-0.256,-0.262,-0.274,-0.331,-0.038,-0.091
-0.298,0.0,-0.176,-0.203,-0.125,-0.125,-0.136,-0.157,-0.367,-0.212,-0.088,-0.292,-0.212,-0.298,-0.074,-0.292,-0.376,-0.304,-0.024,-0.157
-0.252,-0.08,-0.292,-0.318,-0.218,-0.273,-0.033,-0.15,-0.301,-0.377,-0.179,-0.206,-0.15,-0.134,-0.241,-0.193,-0.165,-0.273,-0.058,-0.15
-0.412,-0.041,-0.212,-0.337,-0.141,-0.294,-0.212,-0.16,-0.242,-0.294,-0.096,-0.141,-0.196,-0.196,-0.282,-0.16,-0.196,-0.12,-0.12,-0.179
-0.264,-0.1,-0.219,-0.253,-0.242,-0.284,-0.118,-0.253,-0.253,-0.311,-0.118,-0.18,-0.231,-0.1,-0.207,-0.242,-0.231,-0.328,-0.034,-0.151
-0.304,-0.183,-0.269,-0.25,-0.229,-0.269,-0.127,-0.183,-0.287,-0.269,-0.156,-0.156,-0.25,-0.156,-0.207,-0.207,-0.229,-0.304,0.0,-0.094
-0.351,-0.095,-0.22,-0.252,-0.128,-0.306,-0.143,-0.262,-0.242,-0.322,-0.171,-0.262,-0.143,-0.184,-0.095,-0.209,-0.231,-0.298,-0.055,-0.112
-0.409,0.0,-0.159,-0.344,-0.194,-0.253,0.0,-0.159,-0.362,-0.225,-0.118,-0.159,-0.225,-0.07,-0.253,-0.253,-0.253,-0.324,0.0,0.0
-0.254,-0.036,-0.277,-0.243,-0.204,-0.217,-0.106,-0.266,-0.23,-0.342,-0.204,-0.23,-0.254,-0.143,-0.204,-0.143,-0.277,-0.19,-0.085,-0.243
-0.236,-0.039,-0.262,-0.221,-0.19,-0.262,-0.116,-0.249,-0.249,-0.309,-0.137,-0.137,-0.206,-0.156,-0.206,-0.262,-0.286,-0.319,-0.093,-0.206
-0.374,-0.022,-0.289,-0.3,-0.18,-0.31,-0.114,-0.225,-0.294,-0.325,-0.125,-0.162,-0.18,-0.039,-0.218,-0.144,-0.162,-0.325,-0.039,-0.114
-0.373,-0.079,-0.227,-0.221,-0.116,-0.306,-0.132,-0.155,-0.148,-0.367,-0.177,-0.116,-0.238,-0.264,-0.221,-0.232,-0.183,-0.264,-0.132,-0.124
-0.379,-0.02,-0.286,-0.217,-0.203,-0.341,-0.049,-0.159,-0.276,-0.23,-0.159,-0.182,-0.189,-0.189,-0.062,-0.259,-0.291,-0.259,-0.115,-0.151
-0.294,-0.075,-0.226,-0.302,-0.161,-0.2,-0.133,-0.223,-0.257,-0.336,-0.138,-0.161,-0.223,-0.196,-0.264,-0.237,-0.251,-0.237,-0.047,-0.183
-0.35,-0.078,-0.222,-0.195,-0.106,-0.29,-0.106,-0.23,-0.204,-0.269,-0.131,-0.277,-0.185,-0.204,-0.239,-0.222,-0.284,-0.23,-0.143,-0.195
-0.299,0.0,-0.27,-0.38,-0.047,-0.285,-0.081,-0.22,-0.22,-0.37,-0.159,-0.047,-0.159,-0.181,-0.299,-0.299,-0.136,-0.299,0.0,-0.081
-0.33,-0.1,-0.28,-0.238,-0.199,-0.264,-0.177,-0.219,-0.128,-0.323,-0.166,-0.166,-0.209,-0.177,-0.264,-0.229,-0.229,-0.264,-0.028,-0.154
-0.107,-0.232,-0.352,-0.299,-0.176,-0.278,-0.144,-0.256,-0.063,-0.318,-0.107,-0.232,-0.144,-0.318,-0.107,-0.318,-0.256,-0.107,-0.144,-0.063
-0.384,-0.112,-0.172,-0.232,-0.158,-0.378,-0.095,-0.197,-0.197,-0.272,-0.095,-0.095,-0.299,-0.158,-0.299,-0.262,-0.185,-0.221,-0.032,-0.158
-0.3,-0.044,-0.283,-0.23,-0.135,-0.288,-0.127,-0.324,-0.25,-0.25,-0.135,-0.207,-0.207,-0.119,-0.183,-0.26,-0.23,-0.317,0.0,-0.177
-0.345,-0.067,-0.284,-0.172,-0.219,-0.272,-0.092,-0.233,-0.272,-0.306,-0.172,-0.115,-0.26,-0.092,-0.188,-0.247,-0.272,-0.26,-0.039,-0.172
-0.298,-0.089,-0.221,-0.244,-0.156,-0.323,-0.079,-0.107,-0.215,-0.319,-0.068,-0.068,-0.323,-0.249,-0.233,-0.311,-0.244,-0.221,-0.124,-0.156
-0.282,0.0,-0.282,-0.231,-0.19,-0.326,-0.05,-0.143,-0.211,-0.413,-0.085,-0.168,-0.266,-0.231,-0.143,-0.298,-0.211,-0.266,0.0,-0.116
-0.306,-0.055,-0.209,-0.143,-0.171,-0.306,-0.095,-0.128,-0.197,-0.271,-0.143,-0.143,-0.271,-0.171,-0.28,-0.351,-0.314,-0.262,-0.143,-0.112
-0.429,-0.061,-0.236,-0.173,-0.152,-0.307,-0.061,-0.251,-0.259,-0.251,-0.077,-0.173,-0.192,-0.28,-0.129,-0.201,-0.266,-0.287,-0.077,-0.117
-0.302,-0.073,-0.256,-0.27,-0.166,-0.319,-0.124,-0.263,-0.308,-0.313,-0.073,-0.263,-0.166,-0.145,-0.112,-0.249,-0.135,-0.277,-0.073,-0.184
-0.43,0.0,-0.221,-0.266,-0.155,-0.282,-0.101,-0.282,-0.179,-0.282,-0.13,-0.116,-0.179,-0.179,-0.274,-0.211,-0.19,-0.305,-0.05,-0.13
-0.214,-0.092,-0.255,-0.235,-0.179,-0.282,-0.108,-0.203,-0.403,-0.264,-0.191,-0.179,-0.139,-0.203,-0.225,-0.191,-0.255,-0.307,-0.053,-0.108
-0.264,-0.076,-0.171,-0.25,-0.171,-0.285,-0.2,-0.2,-0.151,-0.374,-0.061,-0.151,-0.264,-0.278,-0.191,-0.271,-0.257,-0.226,-0.09,-0.181
-0.261,-0.099,-0.251,-0.133,-0.192,-0.299,-0.164,-0.271,-0.178,-0.281,-0.117,-0.271,-0.317,-0.178,-0.271,-0.217,-0.192,-0.204,-0.099,-0.178
-0.3,-0.033,-0.2,-0.206,-0.151,-0.256,-0.026,-0.288,-0.228,-0.239,-0.09,-0.236,-0.256,-0.139,-0.095,-0.269,-0.414,-0.302,-0.033,-0.187
-0.299,-0.027,-0.237,-0.254,-0.096,-0.181,-0.191,-0.17,-0.254,-0.27,-0.096,-0.246,-0.277,-0.159,-0.237,-0.38,-0.27,-0.262,-0.047,-0.081
-0.331,-0.109,-0.237,-0.216,-0.14,-0.309,-0.031,-0.054,-0.226,-0.449,-0.109,-0.18,-0.204,-0.193,-0.247,-0.284,-0.154,-0.275,-0.054,-0.092
-0.308,-0.058,-0.28,-0.216,-0.164,-0.316,-0.116,-0.375,-0.316,-0.271,-0.149,-0.204,-0.079,-0.164,-0.178,-0.191,-0.204,-0.29,0.0,-0.116
-0.357,-0.105,-0.223,-0.241,-0.133,-0.291,-0.203,-0.229,-0.158,-0.341,-0.105,-0.166,-0.253,-0.166,-0.253,-0.229,-0.209,-0.285,-0.049,-0.095
-0.296,-0.225,-0.239,-0.193,-0.193,-0.308,-0.055,-0.279,-0.291,-0.285,-0.083,-0.168,-0.217,-0.107,-0.158,-0.253,-0.272,-0.308,-0.055,-0.095
-0.231,-0.062,-0.19,-0.367,-0.106,-0.205,-0.062,-0.317,-0.277,-0.308,-0.16,-0.19,-0.16,-0.218,-0.317,-0.205,-0.176,-0.298,0.0,-0.16
-0.253,-0.171,-0.146,-0.368,-0.118,-0.253,-0.171,-0.253,-0.171,-0.331,-0.171,-0.051,-0.087,-0.287,-0.317,-0.303,-0.194,-0.194,0.0,-0.171
-0.289,-0.025,-0.302,-0.237,-0.13,-0.22,-0.062,-0.22,-0.416,-0.314,-0.092,-0.229,-0.153,-0.164,-0.092,-0.26,-0.237,-0.289,-0.092,-0.142
-0.395,-0.066,-0.2,-0.242,-0.132,-0.325,-0.112,-0.132,-0.038,-0.335,-0.066,0.0,-0.278,-0.15,-0.352,-0.289,-0.235,-0.295,-0.066,-0.132
-0.334,-0.019,-0.241,-0.274,-0.177,-0.258,-0.112,-0.211,-0.217,-0.253,-0.177,-0.253,-0.184,-0.184,-0.177,-0.23,-0.236,-0.264,-0.17,-0.211
-0.291,-0.248,-0.192,-0.296,-0.179,-0.248,-0.159,-0.179,-0.248,-0.336,-0.121,-0.137,-0.216,-0.179,-0.258,-0.278,-0.179,-0.243,-0.056,-0.113
-0.269,-0.092,-0.274,-0.289,-0.23,-0.241,-0.154,-0.205,-0.241,-0.258,-0.154,-0.177,-0.211,-0.146,-0.205,-0.23,-0.247,-0.217,-0.154,-0.241
-0.291,-0.026,-0.254,-0.219,-0.147,-0.389,-0.262,-0.191,-0.159,-0.262,-0.123,-0.159,-0.219,-0.095,-0.245,-0.191,-0.284,-0.298,-0.095,-0.159
-0.161,-0.041,-0.27,-0.282,-0.196,-0.235,-0.151,-0.263,-0.263,-0.317,-0.084,-0.27,-0.196,-0.131,-0.179,-0.22,-0.27,-0.306,-0.071,-0.213
-0.264,0.0,-0.254,-0.414,-0.244,-0.244,0.0,-0.283,-0.283,-0.368,-0.173,-0.145,-0.173,-0.056,-0.211,-0.173,-0.222,-0.244,0.0,-0.096
-0.341,-0.08,-0.219,-0.204,-0.154,-0.346,-0.163,-0.227,-0.212,-0.29,-0.254,-0.18,-0.189,-0.18,-0.189,-0.254,-0.234,-0.278,-0.039,-0.068
-0.381,-0.123,-0.233,-0.24,-0.192,-0.3,-0.123,-0.174,-0.174,-0.323,-0.123,-0.192,-0.174,-0.144,-0.24,-0.269,-0.255,-0.262,-0.073,-0.099
-0.284,-0.132,-0.186,-0.262,-0.186,-0.237,-0.114,-0.237,-0.226,-0.403,-0.098,-0.157,-0.19,-0.22,-0.216,-0.289,-0.188,-0.256,-0.119,-0.119
-0.29,-0.044,-0.24,-0.189,-0.256,-0.263,-0.16,-0.16,-0.16,-0.358,-0.06,-0.256,-0.216,-0.208,-0.256,-0.263,-0.199,-0.303,-0.075,-0.139
-0.21,-0.067,-0.278,-0.288,-0.21,-0.222,-0.06,-0.278,-0.34,-0.3,-0.137,-0.214,-0.173,-0.143,-0.205,-0.257,-0.214,-0.246,-0.089,-0.197
-0.298,-0.116,-0.239,-0.187,-0.127,-0.278,-0.191,-0.195,-0.229,-0.295,-0.116,-0.174,-0.307,-0.21,-0.182,-0.337,-0.222,-0.236,-0.068,-0.137
-0.399,-0.077,-0.244,-0.259,-0.129,-0.28,-0.129,-0.21,-0.183,-0.342,-0.163,-0.201,-0.163,-0.163,-0.266,-0.173,-0.201,-0.266,-0.077,-0.152
-0.139,-0.034,-0.224,-0.343,-0.28,-0.236,-0.034,-0.224,-0.318,-0.309,-0.121,-0.139,-0.155,-0.121,-0.259,-0.248,-0.185,-0.335,-0.06,-0.248
-0.12,-0.12,-0.257,-0.36,-0.257,-0.218,-0.218,-0.257,-0.197,-0.335,-0.089,-0.238,-0.12,-0.148,-0.257,-0.238,-0.12,-0.257,-0.052,-0.238
-0.182,0.0,-0.287,-0.256,-0.137,-0.314,0.0,-0.314,-0.339,-0.314,-0.182,-0.182,-0.081,-0.137,-0.222,-0.256,-0.137,-0.362,0.0,-0.182
-0.226,-0.07,-0.247,-0.303,-0.254,-0.159,-0.129,-0.309,-0.345,-0.368,-0.107,-0.186,-0.159,-0.159,-0.083,-0.345,-0.226,-0.177,0.0,-0.107
-0.341,-0.219,-0.21,-0.238,-0.18,-0.28,-0.073,-0.118,-0.273,-0.338,-0.058,-0.198,-0.193,-0.189,-0.206,-0.273,-0.214,-0.26,-0.1,-0.156
-0.223,-0.115,-0.179,-0.126,-0.159,-0.341,-0.06,-0.197,-0.138,-0.282,-0.089,-0.275,-0.188,-0.169,-0.149,-0.371,-0.336,-0.331,-0.102,-0.188
-0.281,-0.024,-0.24,-0.268,-0.154,-0.299,-0.111,-0.299,-0.268,-0.305,-0.133,-0.133,-0.281,-0.144,-0.216,-0.191,-0.224,-0.299,-0.058,-0.154
-0.351,-0.076,-0.157,-0.306,-0.219,-0.271,-0.143,-0.196,-0.23,-0.289,-0.128,-0.143,-0.261,-0.184,-0.143,-0.261,-0.241,-0.261,-0.094,-0.184
-0.278,-0.072,-0.221,-0.182,-0.237,-0.282,-0.114,-0.164,-0.114,-0.278,-0.114,-0.256,-0.322,-0.205,-0.211,-0.227,-0.295,-0.318,-0.072,-0.15
-0.23,-0.2,-0.277,-0.294,-0.208,-0.184,-0.148,-0.184,-0.251,-0.426,-0.128,-0.175,-0.23,-0.138,-0.184,-0.258,-0.148,-0.184,-0.082,-0.175
-0.265,-0.072,-0.211,-0.17,-0.232,-0.278,-0.137,-0.194,-0.122,-0.291,-0.115,-0.265,-0.318,-0.205,-0.182,-0.256,-0.287,-0.303,-0.072,-0.151
-0.265,-0.117,-0.265,-0.332,-0.138,-0.289,-0.175,-0.138,-0.265,-0.36,-0.157,-0.175,-0.094,-0.175,-0.238,-0.312,-0.094,-0.208,-0.069,-0.208
-0.321,-0.04,-0.237,-0.215,-0.2,-0.331,-0.082,-0.208,-0.244,-0.288,-0.175,-0.215,-0.166,-0.2,-0.208,-0.244,-0.244,-0.264,-0.055,-0.192
-0.193,-0.131,-0.235,-0.291,-0.222,-0.196,-0.122,-0.237,-0.255,-0.342,-0.135,-0.213,-0.24,-0.231,-0.246,-0.252,-0.175,-0.252,-0.078,-0.139
-0.361,-0.115,-0.189,-0.21,-0.23,-0.23,-0.21,-0.21,-0.265,-0.372,-0.049,-0.21,-0.167,-0.167,-0.189,-0.21,-0.189,-0.296,-0.142,-0.085
-0.39,-0.042,-0.263,-0.263,-0.155,-0.301,-0.099,-0.226,-0.218,-0.34,-0.145,-0.155,-0.234,-0.155,-0.226,-0.218,-0.145,-0.27,-0.042,-0.145
-0.327,-0.065,-0.275,-0.13,-0.089,-0.297,-0.197,-0.166,-0.197,-0.307,-0.149,-0.065,-0.239,-0.197,-0.226,-0.226,-0.307,-0.369,-0.037,-0.149
-0.401,-0.095,-0.253,-0.253,-0.158,-0.253,-0.158,-0.323,-0.185,-0.185,-0.158,-0.209,-0.128,-0.128,-0.253,-0.209,-0.232,-0.29,-0.095,-0.128
-0.201,-0.237,-0.273,-0.333,-0.147,-0.289,-0.16,-0.178,-0.255,-0.273,-0.147,-0.227,-0.154,-0.222,-0.206,-0.201,-0.172,-0.222,-0.119,-0.201
-0.233,0.0,-0.239,-0.269,-0.117,-0.213,-0.075,-0.32,-0.207,-0.358,-0.199,-0.192,-0.185,-0.136,-0.263,-0.245,-0.257,-0.337,-0.05,-0.127
-0.353,-0.026,-0.284,-0.147,-0.17,-0.324,-0.135,-0.17,-0.109,-0.324,-0.095,-0.064,-0.284,-0.147,-0.298,-0.254,-0.33,-0.269,-0.047,-0.109
-0.242,-0.078,-0.264,-0.292,-0.151,-0.196,-0.184,-0.184,-0.204,-0.321,-0.141,-0.176,-0.275,-0.232,-0.235,-0.328,-0.242,-0.218,-0.066,-0.117
-0.343,-0.071,-0.229,-0.296,-0.142,-0.274,-0.107,-0.268,-0.232,-0.325,-0.165,-0.194,-0.18,-0.177,-0.187,-0.229,-0.204,-0.289,-0.034,-0.154
-0.169,-0.028,-0.223,-0.299,-0.213,-0.251,-0.169,-0.232,-0.223,-0.314,-0.157,-0.268,-0.202,-0.223,-0.191,-0.251,-0.144,-0.268,-0.131,-0.232
-0.283,-0.077,-0.186,-0.254,-0.198,-0.159,-0.144,-0.144,-0.332,-0.397,-0.095,-0.159,-0.21,-0.21,-0.34,-0.244,-0.173,-0.21,-0.144,-0.095
-0.265,-0.167,-0.059,-0.303,-0.136,-0.1,-0.136,-0.285,-0.445,-0.285,-0.167,-0.1,-0.22,-0.136,-0.367,-0.1,0.0,-0.265,-0.059,-0.243
-0.22,-0.16,-0.235,-0.276,-0.196,-0.249,-0.204,-0.242,-0.187,-0.249,-0.141,-0.141,-0.212,-0.12,-0.187,-0.332,-0.228,-0.305,-0.108,-0.212
