SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_SS_HE,SEP_SS_ST,SEP_SS_CO,SEP_SA_BU,SEP_SA_EX,SEP_SA_IN,SEP_TN,SEP_SM,SEP_LR
0.522,0.472,0.757,0.707,0.996,0.996,0.283,0.487,0.472,0.522,0.757,1.0,0.757,0.911,0.449,0.148,0.99,0.813,0.89,0.997,0.896,0.786,0.813,0.998,0.998
0.524,0.565,0.813,0.649,0.998,1.0,0.262,0.38,0.565,0.524,0.813,1.0,0.756,0.921,0.366,0.063,0.988,0.846,0.871,0.999,0.961,0.64,0.749,0.996,0.996
0.59,0.558,0.845,0.712,1.0,0.967,0.289,0.517,0.558,0.59,0.845,1.0,0.759,0.929,0.457,0.328,0.992,0.874,0.823,0.987,0.874,0.845,0.754,0.995,0.995
0.69,0.619,0.923,0.722,0.996,0.971,0.198,0.493,0.619,0.69,0.923,1.0,0.752,0.851,0.27,0.444,0.986,0.961,0.69,0.996,0.872,0.722,0.656,0.996,0.996
0.464,0.436,0.698,0.828,0.999,0.966,0.455,0.446,0.436,0.464,0.698,0.992,0.837,0.96,0.574,0.204,0.966,0.771,0.96,0.945,0.974,0.883,0.781,0.998,0.998
0.597,0.537,0.838,0.558,0.988,0.997,0.246,0.31,0.537,0.597,0.838,1.0,0.766,0.9,0.368,0.133,1.0,0.816,0.81,1.0,0.854,0.677,0.804,0.999,0.999
0.455,0.347,0.637,0.839,0.998,0.949,0.178,0.608,0.347,0.455,0.637,0.996,0.757,0.946,0.697,0.114,0.844,0.94,0.952,0.99,0.844,0.88,0.855,0.978,0.978
0.64,0.434,0.814,0.821,0.996,0.975,0.298,0.401,0.434,0.64,0.814,0.998,0.8,0.947,0.578,0.311,0.98,0.852,0.888,0.992,0.846,0.84,0.884,0.992,0.992
0.37,0.574,0.736,0.795,0.999,0.984,0.285,0.378,0.574,0.37,0.736,1.0,0.701,0.97,0.637,0.153,0.937,0.894,0.921,0.986,0.91,0.828,0.758,0.976,0.976
0.519,0.386,0.705,0.661,0.977,0.999,0.247,0.499,0.386,0.519,0.705,0.977,0.733,0.857,0.519,0.215,0.965,0.939,0.817,0.998,0.827,0.771,0.827,0.986,0.986
0.553,0.617,0.857,0.721,1.0,0.983,0.306,0.419,0.617,0.553,0.857,0.999,0.715,0.962,0.481,0.271,0.986,0.885,0.834,0.99,0.879,0.796,0.742,1.0,1.0
0.504,0.604,0.825,0.734,1.0,0.972,0.211,0.461,0.604,0.504,0.825,0.998,0.682,0.963,0.59,0.225,0.987,0.886,0.834,0.99,0.853,0.834,0.77,1.0,1.0
0.683,0.606,0.915,0.757,0.985,0.95,0.287,0.392,0.606,0.683,0.915,1.0,0.819,0.932,0.534,0.254,1.0,0.853,0.753,0.974,0.915,0.784,0.716,0.99,0.99
0.537,0.537,0.804,0.728,0.998,0.989,0.232,0.576,0.537,0.537,0.804,1.0,0.699,0.866,0.435,0.253,0.996,0.819,0.737,0.998,0.819,0.819,0.833,0.991,0.991
0.471,0.462,0.718,0.773,1.0,0.993,0.23,0.362,0.462,0.471,0.718,0.998,0.73,0.951,0.608,0.188,0.947,0.903,0.9,0.994,0.89,0.816,0.811,0.944,0.944
0.626,0.739,0.947,0.664,0.989,0.95,0.296,0.389,0.739,0.626,0.947,0.978,0.783,0.97,0.403,0.279,0.999,0.797,0.846,0.937,0.944,0.797,0.673,0.99,0.99
0.561,0.628,0.867,0.709,0.999,0.973,0.208,0.336,0.628,0.561,0.867,1.0,0.728,0.951,0.514,0.324,0.983,0.891,0.84,0.993,0.906,0.741,0.777,0.999,0.999
0.671,0.641,0.924,0.752,0.984,0.953,0.277,0.438,0.641,0.671,0.924,1.0,0.801,0.896,0.449,0.331,1.0,0.866,0.758,0.987,0.934,0.767,0.778,0.999,0.999
0.588,0.465,0.795,0.859,0.966,0.933,0.365,0.359,0.465,0.588,0.795,0.992,0.877,0.954,0.662,0.214,0.96,0.855,0.922,0.914,0.95,0.915,0.75,0.994,0.994
0.635,0.653,0.913,0.741,0.989,0.948,0.301,0.479,0.653,0.635,0.913,0.964,0.789,0.974,0.49,0.216,0.997,0.77,0.892,0.942,0.925,0.837,0.749,0.991,0.991
0.553,0.431,0.754,0.783,1.0,0.989,0.261,0.389,0.431,0.553,0.754,1.0,0.769,0.93,0.564,0.185,0.999,0.79,0.857,0.993,0.883,0.81,0.868,0.995,0.995
0.546,0.41,0.738,0.764,0.992,1.0,0.657,0.318,0.41,0.546,0.738,0.999,0.896,0.948,0.598,0.209,0.973,0.676,0.981,0.968,0.919,0.939,0.89,0.971,0.971
0.438,0.564,0.766,0.705,0.992,0.998,0.324,0.433,0.564,0.438,0.766,0.996,0.686,0.955,0.564,0.175,0.947,0.881,0.919,0.999,0.831,0.826,0.831,0.971,0.971
0.538,0.574,0.825,0.727,0.996,0.966,0.226,0.377,0.574,0.538,0.825,0.996,0.782,0.95,0.528,0.21,0.972,0.859,0.9,0.979,0.95,0.771,0.727,1.0,1.0
0.541,0.515,0.794,0.764,1.0,0.977,0.258,0.456,0.515,0.541,0.794,1.0,0.736,0.934,0.591,0.262,0.976,0.882,0.871,0.992,0.833,0.848,0.811,0.995,0.995
0.613,0.542,0.849,0.665,0.999,0.997,0.215,0.369,0.542,0.613,0.849,1.0,0.755,0.904,0.461,0.191,1.0,0.805,0.797,0.996,0.825,0.777,0.772,0.991,0.991
0.608,0.694,0.921,0.767,0.98,0.935,0.194,0.435,0.694,0.608,0.921,0.992,0.725,0.977,0.626,0.155,0.994,0.87,0.817,0.947,0.921,0.879,0.71,0.996,0.996
0.483,0.373,0.672,0.687,0.966,1.0,0.323,0.348,0.373,0.483,0.672,0.974,0.714,0.897,0.594,0.296,0.981,0.882,0.857,0.998,0.798,0.809,0.912,0.974,0.974
0.636,0.547,0.864,0.785,0.986,0.946,0.258,0.361,0.547,0.636,0.864,0.999,0.815,0.926,0.527,0.288,1.0,0.832,0.793,0.966,0.939,0.811,0.693,0.99,0.99
0.623,0.579,0.873,0.63,0.998,0.988,0.26,0.345,0.579,0.623,0.873,1.0,0.765,0.933,0.459,0.298,1.0,0.76,0.849,0.993,0.845,0.796,0.841,1.0,1.0
0.692,0.654,0.938,0.713,0.977,0.919,0.193,0.417,0.654,0.692,0.938,0.992,0.819,0.931,0.519,0.205,0.999,0.811,0.778,0.954,0.961,0.761,0.654,0.983,0.983
0.593,0.457,0.794,0.691,1.0,0.991,0.273,0.377,0.457,0.593,0.794,0.998,0.819,0.89,0.49,0.213,0.987,0.89,0.827,0.993,0.91,0.79,0.707,1.0,1.0
0.691,0.57,0.904,0.592,0.999,0.982,0.445,0.613,0.57,0.691,0.904,1.0,0.874,0.815,0.288,0.212,0.999,0.852,0.801,0.977,0.884,0.84,0.592,0.944,0.944
0.692,0.568,0.904,0.582,0.999,0.992,0.271,0.393,0.568,0.692,0.904,0.999,0.823,0.88,0.411,0.145,0.996,0.815,0.744,0.995,0.853,0.724,0.724,0.997,0.997
0.592,0.564,0.849,0.618,0.997,0.999,0.253,0.4,0.564,0.592,0.849,1.0,0.764,0.883,0.381,0.229,0.981,0.896,0.841,0.998,0.863,0.783,0.724,1.0,1.0
0.523,0.566,0.813,0.694,0.998,0.984,0.177,0.428,0.566,0.523,0.813,1.0,0.686,0.953,0.501,0.346,0.987,0.891,0.825,0.999,0.852,0.781,0.841,0.999,0.999
0.444,0.47,0.707,0.564,0.944,0.978,0.142,0.261,0.47,0.444,0.707,0.978,0.606,0.897,0.444,0.185,1.0,0.828,0.81,0.972,0.747,0.616,0.937,0.972,0.972
0.599,0.516,0.829,0.81,0.987,0.94,0.346,0.439,0.516,0.599,0.829,0.995,0.835,0.941,0.562,0.266,0.979,0.859,0.883,0.947,0.933,0.869,0.704,1.0,1.0
0.622,0.634,0.899,0.787,0.988,0.949,0.327,0.347,0.634,0.622,0.899,0.997,0.778,0.971,0.591,0.276,1.0,0.795,0.838,0.966,0.899,0.819,0.815,1.0,1.0
0.679,0.668,0.938,0.71,0.98,0.925,0.11,0.411,0.668,0.679,0.938,0.978,0.775,0.964,0.533,0.214,1.0,0.823,0.807,0.964,0.95,0.72,0.757,0.994,0.994
0.52,0.464,0.752,0.685,0.981,0.999,0.243,0.275,0.464,0.52,0.752,0.997,0.678,0.947,0.59,0.172,0.991,0.808,0.889,0.999,0.814,0.79,0.91,0.985,0.985
0.534,0.506,0.784,0.93,0.954,0.912,0.272,0.417,0.506,0.534,0.784,0.989,0.751,0.986,0.768,0.184,0.96,0.868,0.912,0.939,0.921,0.912,0.856,0.977,0.977
0.59,0.505,0.817,0.795,0.999,0.987,0.4,0.262,0.505,0.59,0.817,0.997,0.808,0.963,0.547,0.206,0.998,0.694,0.867,0.967,0.931,0.859,0.81,1.0,1.0
0.547,0.572,0.829,0.643,0.997,0.984,0.292,0.417,0.572,0.547,0.829,1.0,0.759,0.944,0.425,0.321,0.988,0.836,0.877,0.993,0.921,0.768,0.776,1.0,1.0
0.463,0.582,0.791,0.726,1.0,0.99,0.4,0.352,0.582,0.463,0.791,1.0,0.8,0.947,0.524,0.176,0.952,0.862,0.928,0.976,0.95,0.819,0.719,0.99,0.99
0.521,0.429,0.732,0.702,0.995,0.993,0.378,0.391,0.429,0.521,0.732,0.995,0.816,0.877,0.454,0.292,0.994,0.838,0.853,0.987,0.899,0.838,0.718,1.0,1.0
0.474,0.392,0.678,0.827,1.0,0.992,0.264,0.435,0.392,0.474,0.678,0.999,0.744,0.926,0.64,0.095,0.972,0.887,0.872,0.989,0.845,0.862,0.788,0.997,0.997
0.699,0.624,0.929,0.663,0.982,0.939,0.286,0.31,0.624,0.699,0.929,0.968,0.881,0.971,0.486,0.183,0.993,0.711,0.939,0.929,0.987,0.744,0.793,0.987,0.987
0.576,0.482,0.797,0.754,0.998,0.995,0.371,0.381,0.482,0.576,0.797,0.997,0.769,0.922,0.507,0.26,0.999,0.797,0.847,0.997,0.823,0.851,0.81,1.0,1.0
0.427,0.414,0.659,0.754,0.996,0.992,0.451,0.451,0.414,0.427,0.659,0.993,0.82,0.931,0.561,0.211,0.927,0.897,0.929,0.987,0.903,0.881,0.747,0.974,0.974
0.467,0.444,0.705,0.895,0.998,0.987,0.467,0.238,0.444,0.467,0.705,1.0,0.762,0.994,0.762,0.149,0.966,0.805,0.944,0.948,0.916,0.949,0.87,0.967,0.967
0.451,0.471,0.712,0.76,0.998,0.99,0.314,0.528,0.471,0.451,0.712,0.999,0.737,0.898,0.408,0.288,0.979,0.876,0.868,1.0,0.884,0.737,0.804,1.0,1.0
0.585,0.514,0.819,0.642,0.994,1.0,0.256,0.35,0.514,0.585,0.819,0.999,0.761,0.902,0.461,0.125,0.996,0.815,0.864,1.0,0.875,0.723,0.853,0.985,0.985
0.557,0.557,0.826,0.826,0.996,0.974,0.285,0.431,0.557,0.557,0.826,0.999,0.714,0.973,0.594,0.196,0.993,0.85,0.846,0.98,0.85,0.85,0.839,0.996,0.996
0.601,0.592,0.868,0.732,0.997,0.971,0.227,0.417,0.592,0.601,0.868,0.998,0.76,0.936,0.488,0.172,0.997,0.863,0.804,0.988,0.925,0.732,0.718,0.987,0.987
0.581,0.625,0.875,0.713,0.997,0.946,0.295,0.574,0.625,0.581,0.875,0.995,0.787,0.938,0.474,0.193,0.988,0.868,0.848,0.964,0.909,0.848,0.687,0.994,0.994
0.684,0.575,0.902,0.684,0.982,0.958,0.285,0.351,0.575,0.684,0.902,0.982,0.893,0.911,0.453,0.168,0.993,0.788,0.898,0.958,0.98,0.735,0.627,0.993,0.993
0.523,0.439,0.739,0.627,0.967,0.989,0.317,0.353,0.439,0.523,0.739,0.993,0.727,0.905,0.449,0.18,0.985,0.869,0.857,0.994,0.783,0.744,0.895,0.972,0.972
0.573,0.694,0.907,0.669,0.999,0.975,0.29,0.358,0.694,0.573,0.907,0.993,0.74,0.986,0.557,0.186,0.986,0.835,0.887,0.972,0.907,0.827,0.781,0.999,0.999
0.591,0.53,0.831,0.721,1.0,0.98,0.34,0.432,0.53,0.591,0.831,1.0,0.816,0.897,0.473,0.247,0.991,0.874,0.831,0.986,0.935,0.806,0.695,0.998,0.998
0.498,0.51,0.765,0.649,0.99,0.997,0.386,0.451,0.51,0.498,0.765,0.998,0.791,0.909,0.413,0.266,0.973,0.838,0.913,0.999,0.884,0.778,0.827,0.991,0.991
0.602,0.482,0.813,0.726,0.999,0.962,0.324,0.462,0.482,0.602,0.813,0.999,0.838,0.893,0.531,0.299,0.963,0.913,0.86,0.986,0.907,0.813,0.67,0.999,0.999
0.613,0.539,0.848,0.691,1.0,0.99,0.183,0.424,0.539,0.613,0.848,1.0,0.735,0.933,0.503,0.15,1.0,0.811,0.811,0.999,0.801,0.747,0.826,1.0,1.0
0.416,0.43,0.662,0.821,0.998,0.988,0.295,0.529,0.43,0.416,0.662,0.991,0.68,0.952,0.745,0.0,0.895,0.925,0.932,0.998,0.839,0.881,0.866,0.958,0.958
0.507,0.594,0.821,0.662,0.993,0.999,0.325,0.361,0.594,0.507,0.821,0.993,0.709,0.928,0.449,0.216,1.0,0.811,0.826,1.0,0.881,0.716,0.791,0.999,0.999
0.405,0.311,0.575,0.819,0.988,0.99,0.2,0.638,0.311,0.405,0.575,0.983,0.623,0.901,0.575,0.2,0.948,0.973,0.778,0.998,0.732,0.819,0.755,0.998,0.998
0.584,0.735,0.931,0.694,0.987,0.925,0.141,0.402,0.735,0.584,0.931,0.997,0.708,0.975,0.51,0.272,0.997,0.873,0.795,0.967,0.967,0.708,0.65,0.984,0.984
0.534,0.492,0.777,0.819,0.998,0.969,0.257,0.425,0.492,0.534,0.777,1.0,0.735,0.938,0.511,0.391,0.981,0.889,0.849,0.99,0.845,0.836,0.824,0.998,0.998
0.617,0.552,0.857,0.78,0.961,0.898,0.096,0.552,0.552,0.617,0.857,0.958,0.839,0.946,0.586,0.069,0.907,0.92,0.928,0.952,0.964,0.794,0.666,0.998,0.998
0.553,0.511,0.798,0.63,0.992,0.999,0.273,0.424,0.511,0.553,0.798,0.999,0.764,0.921,0.449,0.18,0.989,0.867,0.844,1.0,0.851,0.798,0.818,0.999,0.999
0.592,0.551,0.842,0.677,0.999,0.989,0.197,0.371,0.551,0.592,0.842,1.0,0.73,0.945,0.408,0.269,0.998,0.87,0.786,0.996,0.876,0.73,0.768,0.999,0.999
0.471,0.426,0.696,0.755,0.993,0.998,0.417,0.293,0.426,0.471,0.696,0.994,0.78,0.942,0.581,0.258,0.988,0.794,0.911,0.984,0.89,0.866,0.789,0.991,0.991
0.669,0.705,0.948,0.669,0.987,0.96,0.286,0.442,0.705,0.669,0.948,0.99,0.811,0.926,0.414,0.211,0.99,0.901,0.798,0.96,0.941,0.798,0.61,0.984,0.984
0.654,0.663,0.926,0.726,0.989,0.954,0.23,0.384,0.663,0.654,0.926,0.99,0.769,0.964,0.484,0.112,0.967,0.671,0.755,0.962,0.959,0.734,0.696,0.974,0.974
0.55,0.523,0.804,0.632,0.99,1.0,0.342,0.329,0.523,0.55,0.804,0.983,0.777,0.896,0.455,0.263,0.97,0.929,0.824,0.999,0.873,0.798,0.71,0.989,0.989
0.538,0.496,0.781,0.688,0.991,0.99,0.329,0.496,0.496,0.538,0.781,0.994,0.746,0.921,0.565,0.236,0.962,0.908,0.869,0.995,0.828,0.859,0.781,0.997,0.997
0.425,0.539,0.741,0.68,0.99,1.0,0.327,0.3,0.539,0.425,0.741,0.99,0.715,0.951,0.548,0.272,0.975,0.86,0.893,0.999,0.885,0.811,0.801,0.988,0.988
0.508,0.503,0.767,0.78,0.999,0.983,0.285,0.525,0.503,0.508,0.767,0.996,0.696,0.91,0.479,0.234,0.997,0.862,0.806,0.998,0.844,0.784,0.806,1.0,1.0
0.546,0.557,0.82,0.743,1.0,0.984,0.254,0.392,0.557,0.546,0.82,1.0,0.736,0.955,0.568,0.197,0.976,0.889,0.861,0.987,0.903,0.826,0.755,0.998,0.998
0.6,0.657,0.9,0.807,0.974,0.935,0.411,0.366,0.657,0.6,0.9,0.966,0.826,0.989,0.646,0.23,0.979,0.717,0.963,0.911,0.939,0.903,0.876,0.986,0.986
0.465,0.73,0.884,0.66,1.0,0.992,0.225,0.324,0.73,0.465,0.884,0.991,0.645,0.993,0.485,0.121,0.972,0.827,0.924,0.991,0.92,0.736,0.811,0.982,0.982
0.627,0.644,0.906,0.707,0.996,0.967,0.371,0.446,0.644,0.627,0.906,0.999,0.811,0.957,0.533,0.149,0.988,0.89,0.822,0.952,0.94,0.853,0.644,1.0,1.0
0.564,0.522,0.811,0.684,0.995,0.993,0.25,0.345,0.522,0.564,0.811,0.997,0.723,0.907,0.439,0.345,1.0,0.793,0.817,0.997,0.84,0.805,0.805,1.0,1.0
0.555,0.471,0.778,0.763,0.999,0.996,0.288,0.392,0.471,0.555,0.778,1.0,0.741,0.947,0.555,0.228,0.97,0.894,0.871,0.998,0.844,0.819,0.842,0.989,0.989
0.563,0.572,0.838,0.765,0.998,0.973,0.372,0.455,0.572,0.563,0.838,0.992,0.79,0.971,0.555,0.234,0.973,0.814,0.93,0.972,0.931,0.866,0.842,0.993,0.993
0.661,0.554,0.881,0.734,0.993,0.961,0.217,0.436,0.554,0.661,0.881,0.998,0.81,0.922,0.501,0.197,0.996,0.876,0.796,0.986,0.911,0.776,0.761,0.997,0.997
0.625,0.588,0.878,0.655,1.0,0.968,0.252,0.48,0.588,0.625,0.878,0.998,0.792,0.924,0.417,0.307,0.978,0.9,0.842,0.988,0.91,0.792,0.719,0.998,0.998
0.576,0.5,0.807,0.793,0.999,0.981,0.398,0.357,0.5,0.576,0.807,0.998,0.813,0.963,0.628,0.217,0.986,0.79,0.917,0.969,0.91,0.888,0.848,0.991,0.991
0.563,0.518,0.808,0.714,1.0,0.981,0.184,0.43,0.518,0.563,0.808,1.0,0.738,0.913,0.494,0.242,0.993,0.861,0.833,0.996,0.866,0.767,0.827,0.997,0.997
0.565,0.52,0.811,0.631,0.986,1.0,0.352,0.484,0.52,0.565,0.811,0.999,0.76,0.902,0.409,0.095,0.996,0.84,0.842,1.0,0.821,0.788,0.773,1.0,1.0
0.556,0.475,0.781,0.671,0.988,0.998,0.257,0.297,0.475,0.556,0.781,0.985,0.723,0.912,0.522,0.167,0.999,0.826,0.826,0.998,0.77,0.747,0.888,0.978,0.978
0.533,0.533,0.799,0.715,0.997,0.997,0.256,0.405,0.533,0.533,0.799,0.997,0.71,0.934,0.485,0.219,0.996,0.896,0.772,0.999,0.852,0.781,0.776,1.0,1.0
0.586,0.501,0.813,0.726,1.0,0.978,0.256,0.392,0.501,0.586,0.813,0.999,0.768,0.939,0.567,0.303,0.989,0.882,0.826,0.991,0.867,0.818,0.762,0.999,0.999
0.673,0.663,0.933,0.768,0.98,0.924,0.243,0.419,0.663,0.673,0.933,0.973,0.772,0.986,0.523,0.209,0.993,0.718,0.815,0.953,0.929,0.78,0.815,0.991,0.991
0.489,0.518,0.765,0.709,0.989,1.0,0.357,0.416,0.518,0.489,0.765,0.989,0.715,0.941,0.581,0.173,0.949,0.9,0.9,1.0,0.856,0.829,0.838,0.971,0.971
0.59,0.59,0.862,0.668,1.0,0.986,0.252,0.51,0.59,0.59,0.862,0.994,0.772,0.928,0.46,0.138,0.977,0.908,0.835,0.988,0.898,0.794,0.71,0.997,0.997
0.7,0.533,0.894,0.746,0.983,0.926,0.113,0.359,0.533,0.7,0.894,0.997,0.823,0.952,0.632,0.267,0.987,0.911,0.799,0.967,0.933,0.76,0.684,0.999,0.999
0.618,0.476,0.82,0.73,0.994,0.966,0.193,0.42,0.476,0.618,0.82,0.984,0.839,0.948,0.596,0.124,0.944,0.894,0.913,0.976,0.933,0.832,0.792,0.994,0.994
0.541,0.514,0.793,0.815,0.996,0.968,0.25,0.475,0.514,0.541,0.793,1.0,0.744,0.94,0.599,0.211,0.966,0.917,0.849,0.983,0.896,0.844,0.749,1.0,1.0
0.71,0.701,0.961,0.437,0.999,0.988,0.108,0.275,0.701,0.71,0.961,0.995,0.813,0.912,0.334,0.162,0.999,0.842,0.748,0.996,0.975,0.482,0.691,0.978,0.978
0.56,0.493,0.793,0.754,1.0,0.988,0.24,0.41,0.493,0.56,0.793,0.998,0.771,0.933,0.576,0.14,0.97,0.874,0.89,0.992,0.89,0.799,0.806,0.999,0.999
0.426,0.426,0.666,0.827,0.998,0.987,0.302,0.529,0.426,0.426,0.666,0.992,0.684,0.955,0.751,0.0,0.893,0.928,0.931,0.998,0.839,0.888,0.873,0.955,0.955
0.849,0.414,0.941,0.784,0.971,0.954,0.211,0.286,0.414,0.849,0.941,0.99,0.901,0.871,0.469,0.122,0.926,0.754,0.544,0.948,0.971,0.669,0.687,0.941,0.941
0.506,0.472,0.747,0.801,1.0,0.982,0.334,0.452,0.472,0.506,0.747,1.0,0.76,0.94,0.568,0.243,0.977,0.859,0.888,0.989,0.884,0.855,0.796,0.999,0.999
0.551,0.696,0.899,0.563,1.0,0.98,0.193,0.375,0.696,0.551,0.899,1.0,0.722,0.899,0.375,0.342,0.998,0.826,0.755,0.99,0.941,0.705,0.677,0.978,0.978
0.638,0.632,0.905,0.529,0.992,1.0,0.405,0.273,0.632,0.638,0.905,0.997,0.811,0.902,0.367,0.25,0.996,0.733,0.819,0.993,0.871,0.781,0.772,0.999,0.999
0.321,0.608,0.737,0.795,0.997,0.996,0.174,0.395,0.608,0.321,0.737,0.985,0.481,0.996,0.698,0.174,0.982,0.88,0.854,1.0,0.773,0.845,0.909,0.951,0.951
0.467,0.477,0.726,0.679,0.98,0.996,0.25,0.264,0.477,0.467,0.726,0.996,0.672,0.954,0.506,0.155,0.989,0.849,0.863,0.996,0.871,0.693,0.871,0.984,0.984
0.635,0.544,0.863,0.765,0.981,0.925,0.22,0.615,0.544,0.635,0.863,0.979,0.84,0.887,0.398,0.207,0.967,0.932,0.824,0.96,0.952,0.803,0.622,0.972,0.972
0.518,0.571,0.813,0.789,0.986,0.944,0.21,0.487,0.571,0.518,0.813,0.992,0.779,0.936,0.571,0.249,0.965,0.872,0.902,0.956,0.933,0.847,0.741,1.0,1.0
0.657,0.525,0.866,0.595,0.997,0.995,0.234,0.373,0.525,0.657,0.866,1.0,0.804,0.911,0.404,0.234,0.988,0.907,0.798,0.999,0.855,0.685,0.737,0.997,0.997
0.608,0.652,0.901,0.608,1.0,0.973,0.304,0.548,0.652,0.608,0.901,0.999,0.771,0.915,0.407,0.203,0.992,0.885,0.809,0.993,0.944,0.729,0.711,0.967,0.967
0.622,0.371,0.771,0.811,1.0,0.974,0.222,0.527,0.371,0.622,0.771,1.0,0.75,0.847,0.371,0.622,0.94,0.95,0.847,0.993,0.792,0.75,0.93,1.0,1.0
0.598,0.531,0.836,0.736,0.999,0.963,0.371,0.531,0.531,0.598,0.836,0.999,0.832,0.894,0.502,0.216,0.989,0.85,0.863,0.964,0.925,0.857,0.669,0.994,0.994
0.626,0.579,0.875,0.619,0.996,0.998,0.407,0.439,0.579,0.626,0.875,0.999,0.813,0.917,0.418,0.077,1.0,0.787,0.817,0.992,0.854,0.817,0.71,0.995,0.995
0.681,0.568,0.898,0.672,0.981,0.911,0.132,0.505,0.568,0.681,0.898,0.982,0.866,0.882,0.461,0.236,0.973,0.907,0.847,0.958,0.963,0.762,0.62,0.987,0.987
0.586,0.624,0.877,0.614,0.999,0.996,0.193,0.294,0.624,0.586,0.877,1.0,0.729,0.948,0.481,0.193,0.993,0.842,0.852,0.998,0.886,0.675,0.777,1.0,1.0
0.548,0.548,0.817,0.708,0.999,0.991,0.177,0.44,0.548,0.548,0.817,1.0,0.704,0.955,0.529,0.189,0.967,0.921,0.843,0.998,0.84,0.806,0.802,0.995,0.995
0.554,0.546,0.819,0.788,0.999,0.967,0.26,0.351,0.546,0.554,0.819,1.0,0.731,0.967,0.58,0.274,0.997,0.737,0.828,0.974,0.88,0.842,0.819,0.999,0.999
0.554,0.575,0.835,0.708,1.0,0.987,0.199,0.374,0.575,0.554,0.835,0.997,0.724,0.953,0.518,0.282,0.966,0.883,0.889,0.993,0.886,0.795,0.807,0.999,0.999
0.74,0.598,0.938,0.524,0.996,0.953,0.225,0.305,0.598,0.74,0.938,0.999,0.892,0.858,0.469,0.267,1.0,0.858,0.773,0.971,0.93,0.74,0.575,0.971,0.971
0.503,0.478,0.749,0.771,1.0,0.975,0.305,0.507,0.478,0.503,0.749,1.0,0.762,0.944,0.538,0.18,0.981,0.86,0.879,0.984,0.91,0.827,0.775,0.997,0.997
0.509,0.56,0.802,0.738,0.996,0.95,0.276,0.56,0.56,0.509,0.802,0.999,0.802,0.918,0.527,0.222,0.899,0.945,0.906,0.98,0.912,0.838,0.69,0.996,0.996
0.68,0.602,0.912,0.62,0.999,0.964,0.275,0.482,0.602,0.68,0.912,0.995,0.838,0.904,0.452,0.162,0.993,0.864,0.831,0.978,0.924,0.769,0.68,0.986,0.986
0.451,0.634,0.818,0.674,0.993,0.999,0.361,0.382,0.634,0.451,0.818,1.0,0.686,0.971,0.546,0.157,0.962,0.809,0.947,0.998,0.874,0.818,0.859,0.966,0.966
0.578,0.479,0.796,0.645,0.993,0.999,0.293,0.431,0.479,0.578,0.796,0.999,0.784,0.906,0.423,0.153,0.995,0.859,0.827,0.999,0.875,0.739,0.804,0.999,0.999
0.507,0.469,0.746,0.709,0.997,0.998,0.361,0.407,0.469,0.507,0.746,1.0,0.796,0.916,0.469,0.152,0.965,0.885,0.889,0.994,0.931,0.769,0.734,1.0,1.0
0.579,0.535,0.827,0.802,0.994,0.948,0.203,0.455,0.535,0.579,0.827,0.994,0.746,0.95,0.579,0.362,0.978,0.835,0.905,0.987,0.842,0.831,0.846,1.0,1.0
0.541,0.518,0.796,0.73,1.0,0.987,0.29,0.372,0.518,0.541,0.796,1.0,0.763,0.937,0.541,0.263,0.989,0.826,0.884,0.996,0.882,0.78,0.819,0.999,0.999
0.569,0.569,0.84,0.633,0.995,0.993,0.312,0.439,0.569,0.569,0.84,0.998,0.764,0.916,0.439,0.259,0.979,0.892,0.849,0.995,0.877,0.78,0.716,1.0,1.0
0.638,0.632,0.905,0.626,0.999,0.976,0.213,0.488,0.632,0.638,0.905,0.997,0.784,0.913,0.45,0.151,0.989,0.902,0.801,0.989,0.907,0.75,0.655,0.985,0.985
0.576,0.629,0.875,0.685,0.998,0.971,0.147,0.429,0.629,0.576,0.875,0.993,0.736,0.947,0.507,0.147,1.0,0.787,0.842,0.986,0.907,0.768,0.793,0.996,0.996
0.599,0.48,0.81,0.758,0.994,0.96,0.226,0.47,0.48,0.599,0.81,0.984,0.824,0.916,0.489,0.293,0.98,0.838,0.9,0.98,0.919,0.81,0.815,1.0,1.0
0.595,0.561,0.849,0.681,0.995,0.956,0.224,0.578,0.561,0.595,0.849,0.988,0.835,0.873,0.409,0.149,0.961,0.889,0.893,0.974,0.952,0.783,0.684,0.998,0.998
0.534,0.484,0.771,0.627,0.979,0.999,0.28,0.383,0.484,0.534,0.771,0.997,0.726,0.9,0.341,0.247,1.0,0.821,0.812,0.997,0.829,0.707,0.882,0.998,0.998
0.496,0.415,0.706,0.602,0.984,0.999,0.183,0.489,0.415,0.496,0.706,0.999,0.765,0.927,0.406,0.157,0.892,0.911,0.946,0.994,0.835,0.645,0.839,0.965,0.965
0.635,0.553,0.867,0.778,0.995,0.975,0.403,0.457,0.553,0.635,0.867,0.989,0.83,0.954,0.553,0.149,0.972,0.822,0.927,0.958,0.932,0.887,0.749,0.998,0.998
0.604,0.604,0.875,0.697,0.996,0.964,0.212,0.244,0.604,0.604,0.875,1.0,0.786,0.939,0.512,0.355,0.996,0.829,0.849,0.964,0.939,0.798,0.653,0.996,0.996
