PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.142,0.105,0.753,0.207,0.466,0.362,0.037,0.13,0.105,0.142,0.753,0.471,0.259,0.299,0.12,0.04,0.369,0.332,0.299,0.414,0.314,0.254,0.214,0.509,0.491,0.111,-0.199,-0.203,-0.305,-0.038
0.136,0.147,0.717,0.191,0.455,0.389,0.037,0.09,0.147,0.136,0.717,0.453,0.244,0.356,0.115,0.018,0.467,0.257,0.276,0.414,0.377,0.209,0.216,0.469,0.531,0.28,-0.398,-0.309,-0.602,0.1
0.138,0.147,0.715,0.198,0.466,0.406,0.039,0.063,0.147,0.138,0.715,0.463,0.228,0.398,0.128,0.026,0.42,0.282,0.299,0.413,0.361,0.221,0.221,0.526,0.474,0.404,-0.596,-0.347,-0.595,0.129
0.149,0.144,0.707,0.223,0.461,0.416,0.087,0.052,0.144,0.149,0.707,0.466,0.258,0.397,0.131,0.022,0.499,0.212,0.289,0.374,0.355,0.267,0.225,0.51,0.49,0.44,-0.409,-0.361,-0.461,0.277
0.142,0.129,0.728,0.216,0.461,0.422,0.06,0.086,0.129,0.142,0.728,0.466,0.254,0.349,0.121,0.013,0.435,0.297,0.267,0.388,0.31,0.302,0.185,0.478,0.522,0.159,-0.39,-0.362,-0.429,0.107
0.105,0.105,0.789,0.184,0.561,0.5,0.088,0.079,0.105,0.105,0.789,0.491,0.237,0.395,0.123,0.018,0.281,0.325,0.395,0.474,0.325,0.254,0.237,0.588,0.412,0.022,-0.81,-0.211,-0.532,0.134
0.11,0.137,0.753,0.16,0.551,0.445,0.067,0.103,0.137,0.11,0.753,0.494,0.219,0.356,0.082,0.046,0.418,0.262,0.319,0.447,0.317,0.247,0.221,0.5,0.5,0.012,-0.455,-0.163,-0.391,0.12
0.128,0.103,0.769,0.268,0.439,0.39,0.038,0.079,0.103,0.128,0.769,0.468,0.227,0.388,0.159,0.046,0.373,0.301,0.327,0.423,0.303,0.287,0.306,0.614,0.386,0.532,-0.667,-0.014,-0.439,0.031
0.09,0.098,0.813,0.297,0.452,0.37,0.062,0.111,0.098,0.09,0.813,0.473,0.214,0.401,0.174,0.055,0.298,0.328,0.374,0.421,0.286,0.317,0.279,0.577,0.423,0.211,-0.48,0.11,-0.481,-0.025
0.127,0.137,0.736,0.186,0.522,0.438,0.022,0.068,0.137,0.127,0.736,0.503,0.177,0.391,0.115,0.043,0.469,0.28,0.252,0.475,0.295,0.205,0.248,0.497,0.503,0.177,-0.748,-0.381,-0.536,0.129
0.165,0.108,0.728,0.152,0.557,0.468,0.032,0.089,0.108,0.165,0.728,0.551,0.215,0.291,0.095,0.025,0.481,0.323,0.196,0.513,0.241,0.234,0.259,0.506,0.494,0.004,-0.627,-0.307,-0.211,0.209
0.133,0.125,0.742,0.149,0.554,0.467,0.038,0.076,0.125,0.133,0.742,0.5,0.209,0.34,0.101,0.033,0.443,0.288,0.269,0.484,0.307,0.201,0.247,0.467,0.533,-0.011,-0.662,-0.415,-0.474,0.154
0.149,0.127,0.724,0.224,0.47,0.396,0.06,0.078,0.127,0.149,0.724,0.451,0.239,0.392,0.175,0.03,0.414,0.235,0.351,0.403,0.295,0.287,0.31,0.575,0.425,0.497,-0.509,-0.161,-0.421,0.208
0.137,0.118,0.745,0.173,0.552,0.473,0.074,0.082,0.118,0.137,0.745,0.585,0.231,0.321,0.121,0.038,0.475,0.269,0.255,0.467,0.253,0.283,0.25,0.549,0.451,0.021,-0.603,-0.192,-0.278,0.243
0.08,0.12,0.8,0.28,0.44,0.336,0.04,0.128,0.12,0.08,0.8,0.464,0.2,0.392,0.136,0.024,0.392,0.296,0.312,0.376,0.36,0.264,0.152,0.472,0.528,-0.004,-0.155,-0.196,-0.642,0.088
0.152,0.126,0.722,0.218,0.445,0.359,0.045,0.103,0.126,0.152,0.722,0.462,0.255,0.332,0.111,0.05,0.436,0.292,0.272,0.398,0.339,0.255,0.188,0.439,0.561,0.117,-0.227,-0.267,-0.372,0.014
0.117,0.107,0.776,0.259,0.439,0.366,0.032,0.105,0.107,0.117,0.776,0.465,0.227,0.366,0.153,0.043,0.371,0.321,0.307,0.421,0.311,0.268,0.238,0.52,0.48,0.194,-0.439,-0.156,-0.488,-0.065
0.118,0.09,0.791,0.201,0.565,0.492,0.048,0.07,0.09,0.118,0.791,0.533,0.191,0.349,0.113,0.045,0.49,0.236,0.274,0.492,0.231,0.274,0.294,0.528,0.472,0.004,-0.769,-0.204,-0.325,0.226
0.125,0.099,0.776,0.208,0.547,0.458,0.052,0.109,0.099,0.125,0.776,0.531,0.198,0.37,0.125,0.016,0.49,0.255,0.255,0.479,0.229,0.281,0.271,0.516,0.484,0.05,-0.548,-0.223,-0.237,0.197
0.13,0.139,0.731,0.216,0.48,0.404,0.043,0.084,0.139,0.13,0.731,0.476,0.208,0.384,0.131,0.034,0.443,0.274,0.283,0.425,0.316,0.255,0.232,0.488,0.512,0.189,-0.483,-0.265,-0.478,0.146
0.179,0.139,0.682,0.143,0.475,0.443,0.029,0.046,0.139,0.179,0.682,0.475,0.271,0.304,0.093,0.011,0.457,0.254,0.289,0.443,0.407,0.168,0.214,0.536,0.464,0.323,-0.554,-0.387,-0.488,0.258
0.178,0.161,0.661,0.244,0.365,0.314,0.059,0.051,0.161,0.178,0.661,0.373,0.29,0.424,0.17,0.028,0.487,0.186,0.327,0.299,0.416,0.289,0.246,0.493,0.507,0.853,-0.256,-0.253,-0.504,0.178
0.276,0.112,0.612,0.207,0.353,0.293,0.017,0.078,0.112,0.276,0.612,0.362,0.345,0.31,0.121,0.017,0.569,0.216,0.216,0.319,0.397,0.207,0.155,0.345,0.655,0.548,0.014,-0.824,-0.239,0.123
0.167,0.167,0.667,0.195,0.431,0.339,0.046,0.121,0.167,0.167,0.667,0.431,0.253,0.351,0.08,0.034,0.443,0.299,0.259,0.362,0.339,0.236,0.138,0.437,0.563,0.31,-0.001,-0.405,-0.359,0.029
0.143,0.136,0.721,0.123,0.571,0.513,0.026,0.058,0.136,0.143,0.721,0.526,0.195,0.338,0.091,0.019,0.481,0.279,0.24,0.539,0.247,0.169,0.273,0.487,0.513,0.075,-0.79,-0.456,-0.456,0.186
0.137,0.122,0.741,0.207,0.478,0.389,0.03,0.104,0.122,0.137,0.741,0.452,0.222,0.344,0.107,0.03,0.448,0.27,0.281,0.426,0.344,0.222,0.219,0.452,0.548,0.097,-0.346,-0.307,-0.467,0.126
0.238,0.131,0.631,0.167,0.44,0.381,0.024,0.048,0.131,0.238,0.631,0.488,0.286,0.31,0.119,0.048,0.44,0.369,0.19,0.417,0.31,0.214,0.143,0.452,0.548,0.248,-0.476,-0.753,-0.257,0.005
0.1,0.114,0.785,0.205,0.557,0.489,0.037,0.082,0.114,0.1,0.785,0.516,0.16,0.379,0.123,0.041,0.416,0.297,0.288,0.498,0.224,0.26,0.297,0.562,0.438,0.069,-0.864,-0.23,-0.486,0.132
0.146,0.133,0.722,0.266,0.405,0.335,0.038,0.089,0.133,0.146,0.722,0.456,0.234,0.348,0.114,0.076,0.424,0.304,0.272,0.392,0.342,0.241,0.234,0.494,0.506,0.392,-0.284,-0.146,-0.43,-0.008
0.141,0.109,0.75,0.202,0.506,0.413,0.043,0.078,0.109,0.141,0.75,0.52,0.225,0.355,0.135,0.054,0.439,0.302,0.26,0.443,0.286,0.257,0.222,0.488,0.512,0.052,-0.556,-0.371,-0.34,0.045
0.167,0.155,0.678,0.161,0.484,0.38,0.055,0.123,0.155,0.167,0.678,0.479,0.256,0.32,0.071,0.046,0.451,0.308,0.241,0.424,0.36,0.211,0.172,0.432,0.568,0.073,-0.203,-0.333,-0.286,0.011
0.143,0.108,0.749,0.251,0.417,0.332,0.031,0.139,0.108,0.143,0.749,0.402,0.255,0.355,0.154,0.019,0.309,0.344,0.347,0.382,0.336,0.278,0.201,0.479,0.521,0.145,-0.224,-0.234,-0.504,-0.051
0.095,0.097,0.808,0.243,0.503,0.437,0.059,0.109,0.097,0.095,0.808,0.488,0.216,0.364,0.141,0.016,0.394,0.279,0.327,0.443,0.306,0.276,0.269,0.548,0.452,0.071,-0.521,-0.125,-0.488,0.136
0.138,0.119,0.742,0.158,0.531,0.492,0.058,0.054,0.119,0.138,0.742,0.542,0.25,0.292,0.096,0.012,0.492,0.246,0.262,0.462,0.369,0.208,0.223,0.538,0.462,0.024,-0.641,-0.351,-0.493,0.33
0.118,0.11,0.772,0.184,0.581,0.507,0.051,0.066,0.11,0.118,0.772,0.544,0.176,0.375,0.132,0.029,0.441,0.287,0.272,0.5,0.235,0.272,0.279,0.544,0.456,-0.035,-0.911,-0.302,-0.436,0.255
0.148,0.12,0.732,0.199,0.497,0.417,0.047,0.102,0.12,0.148,0.732,0.493,0.231,0.334,0.104,0.042,0.421,0.326,0.252,0.442,0.306,0.249,0.209,0.472,0.528,0.021,-0.459,-0.35,-0.336,0.035
0.106,0.102,0.792,0.177,0.574,0.513,0.049,0.053,0.102,0.106,0.792,0.585,0.196,0.328,0.128,0.042,0.419,0.313,0.268,0.513,0.234,0.242,0.287,0.611,0.389,0.045,-0.904,-0.27,-0.434,0.158
0.112,0.101,0.787,0.194,0.559,0.464,0.051,0.089,0.101,0.112,0.787,0.517,0.196,0.369,0.135,0.049,0.405,0.281,0.314,0.489,0.268,0.262,0.306,0.551,0.449,0.049,-0.821,-0.142,-0.438,0.125
0.133,0.139,0.728,0.229,0.455,0.365,0.05,0.097,0.139,0.133,0.728,0.442,0.227,0.398,0.133,0.04,0.43,0.257,0.313,0.388,0.356,0.266,0.247,0.504,0.496,0.38,-0.375,-0.158,-0.44,0.104
0.152,0.115,0.732,0.216,0.502,0.416,0.063,0.093,0.115,0.152,0.732,0.528,0.23,0.312,0.093,0.059,0.506,0.264,0.23,0.439,0.294,0.264,0.242,0.476,0.524,0.066,-0.356,-0.192,-0.205,0.194
0.136,0.123,0.741,0.123,0.586,0.531,0.043,0.049,0.123,0.136,0.741,0.512,0.21,0.346,0.062,0.037,0.469,0.235,0.296,0.531,0.278,0.185,0.278,0.525,0.475,0.129,-0.854,-0.271,-0.396,0.217
0.178,0.142,0.68,0.112,0.538,0.462,0.03,0.071,0.142,0.178,0.68,0.509,0.237,0.29,0.065,0.041,0.503,0.249,0.249,0.491,0.237,0.201,0.254,0.479,0.521,0.226,-0.44,-0.301,-0.215,0.188
0.142,0.14,0.719,0.146,0.549,0.449,0.034,0.117,0.14,0.142,0.719,0.492,0.199,0.346,0.098,0.023,0.428,0.302,0.27,0.506,0.27,0.201,0.236,0.449,0.551,-0.097,-0.532,-0.344,-0.428,0.103
0.138,0.138,0.723,0.206,0.476,0.383,0.044,0.127,0.138,0.138,0.723,0.458,0.224,0.361,0.096,0.028,0.408,0.321,0.271,0.418,0.318,0.246,0.186,0.457,0.543,0.11,-0.251,-0.294,-0.37,0.028
0.132,0.144,0.725,0.168,0.503,0.389,0.042,0.132,0.144,0.132,0.725,0.497,0.228,0.341,0.096,0.018,0.437,0.299,0.263,0.443,0.305,0.216,0.168,0.473,0.527,0.024,-0.221,-0.317,-0.416,0.057
0.148,0.176,0.676,0.1,0.543,0.438,0.071,0.11,0.176,0.148,0.676,0.495,0.252,0.305,0.048,0.038,0.462,0.281,0.257,0.443,0.405,0.2,0.152,0.429,0.571,-0.161,-0.365,-0.325,-0.434,0.117
0.13,0.06,0.81,0.26,0.5,0.42,0.06,0.09,0.06,0.13,0.81,0.55,0.24,0.29,0.11,0.11,0.43,0.29,0.28,0.49,0.26,0.24,0.33,0.56,0.44,0.123,-0.615,-0.002,-0.231,-0.05
0.125,0.114,0.761,0.189,0.532,0.466,0.033,0.079,0.114,0.125,0.761,0.525,0.198,0.341,0.112,0.04,0.433,0.29,0.277,0.499,0.286,0.222,0.272,0.545,0.455,0.06,-0.755,-0.216,-0.444,0.131
0.125,0.17,0.705,0.148,0.527,0.413,0.045,0.083,0.17,0.125,0.705,0.519,0.201,0.348,0.091,0.068,0.47,0.307,0.223,0.428,0.314,0.246,0.186,0.439,0.561,-0.007,-0.494,-0.352,-0.449,0.034
0.078,0.061,0.861,0.342,0.433,0.364,0.028,0.128,0.061,0.078,0.861,0.478,0.192,0.417,0.219,0.022,0.269,0.389,0.342,0.411,0.236,0.328,0.258,0.606,0.394,0.182,-0.562,-0.199,-0.556,-0.127
0.105,0.126,0.769,0.222,0.502,0.429,0.045,0.09,0.126,0.105,0.769,0.529,0.195,0.354,0.141,0.042,0.387,0.339,0.273,0.438,0.297,0.282,0.213,0.52,0.48,-0.079,-0.625,-0.254,-0.535,0.078
0.064,0.173,0.763,0.128,0.59,0.494,0.064,0.064,0.173,0.064,0.763,0.545,0.173,0.365,0.058,0.071,0.404,0.282,0.314,0.481,0.34,0.212,0.205,0.519,0.481,-0.115,-0.709,-0.12,-0.602,0.111
0.165,0.136,0.699,0.161,0.53,0.47,0.072,0.085,0.136,0.165,0.699,0.513,0.246,0.318,0.089,0.021,0.504,0.225,0.271,0.453,0.25,0.267,0.275,0.542,0.458,0.308,-0.409,-0.171,-0.185,0.313
0.138,0.144,0.719,0.181,0.481,0.419,0.05,0.094,0.144,0.138,0.719,0.45,0.244,0.369,0.125,0.012,0.375,0.306,0.319,0.419,0.356,0.256,0.225,0.519,0.481,0.242,-0.557,-0.233,-0.555,0.105
0.131,0.125,0.744,0.16,0.562,0.498,0.035,0.045,0.125,0.131,0.744,0.518,0.188,0.358,0.112,0.048,0.47,0.259,0.272,0.518,0.249,0.22,0.319,0.55,0.45,0.207,-0.911,-0.249,-0.422,0.178
0.153,0.102,0.745,0.197,0.503,0.42,0.038,0.089,0.102,0.153,0.745,0.503,0.236,0.293,0.121,0.045,0.465,0.287,0.248,0.446,0.287,0.274,0.223,0.439,0.561,-0.153,-0.451,-0.306,-0.331,0.138
0.107,0.21,0.683,0.22,0.38,0.293,0.039,0.102,0.21,0.107,0.683,0.405,0.229,0.4,0.122,0.054,0.454,0.234,0.312,0.327,0.424,0.259,0.19,0.459,0.541,0.494,-0.094,-0.018,-0.686,-0.027
0.148,0.136,0.716,0.178,0.492,0.42,0.021,0.082,0.136,0.148,0.716,0.477,0.215,0.329,0.088,0.045,0.435,0.314,0.251,0.462,0.326,0.193,0.196,0.462,0.538,0.031,-0.531,-0.409,-0.488,0.051
0.156,0.162,0.682,0.156,0.5,0.424,0.033,0.079,0.162,0.156,0.682,0.464,0.215,0.354,0.093,0.05,0.477,0.265,0.258,0.45,0.328,0.215,0.258,0.477,0.523,0.279,-0.604,-0.283,-0.455,0.095
0.133,0.129,0.738,0.165,0.568,0.502,0.065,0.055,0.129,0.133,0.738,0.502,0.205,0.395,0.108,0.034,0.447,0.236,0.316,0.481,0.243,0.249,0.278,0.565,0.435,0.256,-0.769,-0.296,-0.363,0.235
0.135,0.104,0.762,0.183,0.547,0.445,0.043,0.081,0.104,0.135,0.762,0.521,0.209,0.331,0.085,0.061,0.523,0.224,0.253,0.488,0.259,0.213,0.253,0.464,0.536,-0.002,-0.481,-0.301,-0.262,0.14
0.102,0.125,0.773,0.229,0.48,0.395,0.036,0.102,0.125,0.102,0.773,0.489,0.202,0.375,0.121,0.039,0.416,0.293,0.291,0.43,0.346,0.241,0.238,0.543,0.457,0.203,-0.497,-0.149,-0.49,0.047
0.11,0.117,0.773,0.184,0.533,0.461,0.072,0.074,0.117,0.11,0.773,0.522,0.238,0.339,0.125,0.034,0.421,0.248,0.331,0.453,0.307,0.261,0.221,0.52,0.48,-0.083,-0.515,-0.203,-0.456,0.176
0.172,0.14,0.688,0.163,0.493,0.412,0.036,0.081,0.14,0.172,0.688,0.48,0.24,0.317,0.086,0.036,0.516,0.244,0.24,0.43,0.33,0.226,0.199,0.412,0.588,0.064,-0.305,-0.385,-0.291,0.197
0.102,0.08,0.818,0.253,0.52,0.443,0.107,0.08,0.08,0.102,0.818,0.522,0.253,0.343,0.122,0.06,0.399,0.26,0.341,0.406,0.342,0.323,0.238,0.538,0.462,-0.06,-0.502,-0.038,-0.36,0.212
0.127,0.116,0.757,0.199,0.486,0.387,0.017,0.099,0.116,0.127,0.757,0.47,0.215,0.359,0.127,0.039,0.425,0.298,0.276,0.442,0.287,0.221,0.204,0.459,0.541,0.068,-0.408,-0.426,-0.457,-0.052
0.128,0.129,0.743,0.27,0.433,0.352,0.062,0.108,0.129,0.128,0.743,0.469,0.23,0.379,0.142,0.064,0.368,0.327,0.305,0.389,0.317,0.312,0.217,0.506,0.494,0.18,-0.347,-0.064,-0.395,-0.026
0.232,0.174,0.594,0.058,0.536,0.493,0.029,0.014,0.174,0.232,0.594,0.507,0.261,0.29,0.058,0.029,0.594,0.217,0.188,0.478,0.304,0.13,0.246,0.406,0.594,0.387,-0.589,-0.727,-0.315,0.354
0.126,0.136,0.738,0.183,0.517,0.427,0.054,0.113,0.136,0.126,0.738,0.493,0.219,0.332,0.091,0.031,0.454,0.27,0.276,0.435,0.307,0.247,0.233,0.499,0.501,0.103,-0.356,-0.218,-0.374,0.156
0.182,0.172,0.647,0.178,0.406,0.333,0.05,0.073,0.172,0.182,0.647,0.449,0.294,0.343,0.109,0.03,0.475,0.264,0.261,0.34,0.399,0.234,0.122,0.439,0.561,0.392,-0.094,-0.43,-0.468,0.113
0.142,0.098,0.761,0.192,0.536,0.466,0.054,0.063,0.098,0.142,0.761,0.529,0.228,0.333,0.126,0.052,0.437,0.284,0.28,0.469,0.27,0.268,0.274,0.546,0.454,0.09,-0.748,-0.256,-0.327,0.149
0.137,0.134,0.729,0.159,0.533,0.455,0.046,0.068,0.134,0.137,0.729,0.494,0.22,0.359,0.088,0.044,0.455,0.271,0.274,0.457,0.318,0.235,0.222,0.496,0.504,0.123,-0.66,-0.301,-0.415,0.126
0.157,0.173,0.669,0.189,0.417,0.331,0.016,0.071,0.173,0.157,0.669,0.417,0.236,0.362,0.126,0.047,0.52,0.228,0.252,0.37,0.37,0.22,0.22,0.433,0.567,0.471,-0.29,-0.357,-0.58,0.071
0.147,0.139,0.714,0.231,0.436,0.382,0.037,0.061,0.139,0.147,0.714,0.466,0.231,0.365,0.154,0.031,0.492,0.243,0.265,0.381,0.343,0.261,0.196,0.451,0.549,0.165,-0.407,-0.452,-0.568,0.178
0.147,0.149,0.704,0.242,0.411,0.342,0.056,0.083,0.149,0.147,0.704,0.449,0.254,0.371,0.127,0.061,0.398,0.284,0.318,0.38,0.371,0.257,0.221,0.523,0.477,0.433,-0.312,-0.082,-0.467,0.045
0.118,0.111,0.77,0.237,0.491,0.415,0.028,0.105,0.111,0.118,0.77,0.47,0.188,0.383,0.132,0.031,0.397,0.303,0.3,0.467,0.275,0.24,0.275,0.53,0.47,0.19,-0.568,-0.2,-0.451,0.066
0.197,0.139,0.663,0.221,0.399,0.308,0.091,0.106,0.139,0.197,0.663,0.442,0.332,0.293,0.072,0.101,0.423,0.284,0.293,0.351,0.399,0.269,0.188,0.423,0.577,0.323,0.037,-0.019,-0.156,-0.049
0.112,0.11,0.778,0.205,0.527,0.466,0.039,0.058,0.11,0.112,0.778,0.508,0.196,0.371,0.154,0.033,0.44,0.247,0.313,0.48,0.277,0.243,0.324,0.576,0.424,0.236,-0.815,-0.195,-0.523,0.198
0.08,0.073,0.847,0.266,0.503,0.431,0.048,0.1,0.073,0.08,0.847,0.52,0.207,0.378,0.181,0.02,0.344,0.307,0.349,0.444,0.258,0.304,0.292,0.627,0.373,0.171,-0.62,-0.083,-0.453,0.087
0.209,0.166,0.625,0.193,0.333,0.244,0.019,0.12,0.166,0.209,0.625,0.375,0.328,0.304,0.084,0.058,0.43,0.294,0.276,0.339,0.469,0.179,0.154,0.412,0.588,0.57,0.13,-0.239,-0.371,-0.178
0.167,0.134,0.699,0.188,0.481,0.426,0.037,0.069,0.134,0.167,0.699,0.447,0.234,0.354,0.1,0.039,0.458,0.259,0.282,0.456,0.31,0.201,0.262,0.488,0.512,0.337,-0.518,-0.346,-0.392,0.114
0.173,0.161,0.667,0.141,0.486,0.408,0.016,0.082,0.161,0.173,0.667,0.447,0.227,0.361,0.09,0.035,0.427,0.29,0.282,0.475,0.31,0.173,0.208,0.471,0.529,0.258,-0.508,-0.38,-0.456,0.025
0.216,0.119,0.665,0.16,0.469,0.402,0.046,0.062,0.119,0.216,0.665,0.454,0.299,0.325,0.103,0.01,0.505,0.258,0.237,0.412,0.376,0.186,0.17,0.412,0.588,0.23,-0.353,-0.689,-0.356,0.223
0.117,0.112,0.771,0.21,0.532,0.41,0.044,0.088,0.112,0.117,0.771,0.551,0.19,0.332,0.107,0.098,0.434,0.317,0.249,0.439,0.283,0.273,0.21,0.483,0.517,-0.16,-0.577,-0.258,-0.348,0.036
0.105,0.114,0.781,0.238,0.519,0.424,0.029,0.062,0.114,0.105,0.781,0.5,0.157,0.419,0.162,0.057,0.462,0.243,0.295,0.452,0.257,0.262,0.305,0.529,0.471,0.221,-0.759,-0.258,-0.515,0.181
0.147,0.098,0.755,0.227,0.479,0.423,0.031,0.049,0.098,0.147,0.755,0.515,0.227,0.337,0.104,0.086,0.485,0.294,0.221,0.472,0.276,0.227,0.276,0.521,0.479,0.315,-0.76,-0.263,-0.361,-0.047
0.158,0.158,0.685,0.227,0.407,0.341,0.026,0.106,0.158,0.158,0.685,0.403,0.234,0.385,0.125,0.018,0.465,0.264,0.271,0.37,0.399,0.227,0.231,0.473,0.527,0.51,-0.313,-0.31,-0.552,0.098
0.128,0.123,0.749,0.236,0.472,0.415,0.092,0.085,0.123,0.128,0.749,0.482,0.262,0.349,0.133,0.038,0.41,0.269,0.321,0.356,0.362,0.328,0.187,0.497,0.503,0.021,-0.37,-0.248,-0.442,0.188
0.155,0.116,0.729,0.232,0.457,0.389,0.069,0.073,0.116,0.155,0.729,0.451,0.264,0.378,0.142,0.038,0.452,0.232,0.316,0.384,0.343,0.283,0.25,0.502,0.498,0.365,-0.421,-0.234,-0.386,0.171
0.123,0.115,0.761,0.196,0.524,0.464,0.066,0.068,0.115,0.123,0.761,0.491,0.23,0.378,0.121,0.021,0.402,0.27,0.328,0.456,0.318,0.232,0.247,0.556,0.444,0.193,-0.664,-0.285,-0.518,0.204
0.148,0.106,0.745,0.251,0.46,0.395,0.046,0.087,0.106,0.148,0.745,0.471,0.228,0.373,0.144,0.038,0.449,0.297,0.255,0.414,0.259,0.289,0.221,0.475,0.525,0.167,-0.456,-0.399,-0.377,0.043
0.11,0.117,0.772,0.141,0.611,0.53,0.059,0.068,0.117,0.11,0.772,0.576,0.189,0.327,0.083,0.042,0.479,0.25,0.272,0.528,0.251,0.209,0.29,0.565,0.435,-0.011,-0.81,-0.23,-0.386,0.271
0.146,0.136,0.718,0.192,0.486,0.399,0.053,0.102,0.136,0.146,0.718,0.489,0.238,0.319,0.074,0.062,0.443,0.282,0.276,0.452,0.341,0.204,0.201,0.44,0.56,-0.005,-0.304,-0.205,-0.381,0.059
0.135,0.127,0.738,0.207,0.458,0.372,0.046,0.124,0.127,0.135,0.738,0.461,0.254,0.32,0.098,0.032,0.403,0.305,0.291,0.403,0.363,0.242,0.184,0.476,0.524,0.087,-0.186,-0.215,-0.393,0.023
0.128,0.112,0.76,0.183,0.529,0.427,0.057,0.09,0.112,0.128,0.76,0.544,0.233,0.341,0.143,0.033,0.405,0.313,0.282,0.46,0.311,0.267,0.211,0.509,0.491,-0.12,-0.574,-0.233,-0.406,0.12
0.164,0.141,0.695,0.205,0.453,0.349,0.04,0.104,0.141,0.164,0.695,0.466,0.242,0.362,0.128,0.047,0.409,0.322,0.268,0.379,0.346,0.268,0.168,0.446,0.554,0.142,-0.32,-0.371,-0.395,0.049
0.101,0.101,0.797,0.262,0.473,0.405,0.042,0.093,0.101,0.101,0.797,0.477,0.207,0.409,0.211,0.004,0.3,0.312,0.388,0.426,0.278,0.312,0.278,0.616,0.384,0.23,-0.611,-0.085,-0.562,0.156
0.13,0.102,0.768,0.178,0.551,0.494,0.068,0.056,0.102,0.13,0.768,0.531,0.237,0.328,0.11,0.048,0.412,0.285,0.302,0.492,0.294,0.246,0.268,0.562,0.438,0.029,-0.805,-0.208,-0.397,0.145
0.13,0.114,0.757,0.203,0.524,0.449,0.073,0.076,0.114,0.13,0.757,0.524,0.232,0.327,0.116,0.068,0.419,0.268,0.314,0.449,0.276,0.303,0.292,0.568,0.432,0.156,-0.588,0.023,-0.254,0.158
0.125,0.137,0.738,0.171,0.536,0.468,0.053,0.034,0.137,0.125,0.738,0.57,0.209,0.338,0.106,0.061,0.437,0.304,0.259,0.452,0.331,0.236,0.209,0.57,0.43,0.079,-0.783,-0.309,-0.478,0.22
0.099,0.149,0.752,0.168,0.559,0.497,0.031,0.05,0.149,0.099,0.752,0.59,0.155,0.348,0.112,0.019,0.478,0.286,0.236,0.509,0.292,0.199,0.255,0.578,0.422,0.056,-0.761,-0.255,-0.536,0.356
0.16,0.128,0.711,0.144,0.519,0.428,0.043,0.07,0.128,0.16,0.711,0.497,0.251,0.337,0.086,0.037,0.476,0.262,0.262,0.439,0.31,0.187,0.193,0.471,0.529,0.222,-0.429,-0.53,-0.388,0.131
0.153,0.112,0.735,0.212,0.482,0.393,0.038,0.066,0.112,0.153,0.735,0.493,0.232,0.36,0.136,0.051,0.456,0.289,0.256,0.406,0.3,0.253,0.2,0.474,0.526,0.16,-0.477,-0.503,-0.387,0.092
0.104,0.104,0.793,0.175,0.571,0.521,0.074,0.065,0.104,0.104,0.793,0.541,0.225,0.32,0.089,0.021,0.429,0.278,0.293,0.494,0.331,0.21,0.26,0.565,0.435,-0.019,-0.75,-0.259,-0.513,0.267
0.144,0.135,0.72,0.178,0.499,0.424,0.034,0.077,0.135,0.144,0.72,0.476,0.221,0.325,0.095,0.056,0.47,0.271,0.26,0.44,0.316,0.235,0.26,0.47,0.53,0.186,-0.535,-0.261,-0.412,0.104
0.134,0.125,0.741,0.25,0.464,0.393,0.036,0.08,0.125,0.134,0.741,0.527,0.196,0.339,0.143,0.054,0.491,0.295,0.214,0.429,0.304,0.259,0.214,0.429,0.571,-0.094,-0.412,-0.373,-0.426,0.132
0.14,0.118,0.742,0.204,0.505,0.438,0.06,0.096,0.118,0.14,0.742,0.475,0.232,0.364,0.114,0.023,0.435,0.279,0.286,0.434,0.305,0.263,0.222,0.477,0.523,0.071,-0.485,-0.348,-0.385,0.128
0.182,0.172,0.646,0.167,0.475,0.399,0.071,0.086,0.172,0.182,0.646,0.409,0.258,0.404,0.101,0.035,0.47,0.237,0.293,0.369,0.369,0.283,0.212,0.429,0.571,0.378,-0.422,-0.349,-0.349,0.144
0.106,0.122,0.772,0.192,0.529,0.441,0.063,0.114,0.122,0.106,0.772,0.494,0.22,0.366,0.122,0.031,0.309,0.331,0.36,0.449,0.31,0.27,0.242,0.583,0.417,0.08,-0.553,-0.095,-0.413,0.055
0.161,0.128,0.711,0.244,0.426,0.341,0.054,0.09,0.128,0.161,0.711,0.435,0.256,0.385,0.159,0.039,0.424,0.264,0.312,0.361,0.335,0.299,0.222,0.479,0.521,0.351,-0.259,-0.246,-0.358,0.108
0.108,0.105,0.787,0.19,0.589,0.521,0.06,0.065,0.105,0.108,0.787,0.566,0.175,0.351,0.083,0.045,0.491,0.258,0.251,0.529,0.243,0.223,0.296,0.536,0.464,0.001,-0.785,-0.203,-0.332,0.267
